Día,Fecha,Hora,Local,Marcador,Visitante,Resultado,Sedes,Árbitro,Goles Local,Goles Visitante,Resultado Codificado
Sáb,2021-08-14,15:30:00,Alianza Lima,1–0,Dep Municipal,Ganó Local,Estadio Miguel Grau del Callao,Roberto Pérez,1,0,0
Sáb,2021-08-14,18:00:00,Cienciano,0–0,Sport Huancayo,Empate,Estadio Alejandro Villanueva,Edwin Ordóñez,0,0,1
Dom,2021-08-15,11:00:00,Alianza Univ,0–3,Cantolao,Ganó Visitante,Estadio Alberto Gallardo,Hibert Villegas,0,3,2
Dom,2021-08-15,15:30:00,Sport Boys,2–0,USMP,Ganó Local,Estadio Alberto Gallardo,David Huaman,2,0,0
Mar,2021-08-17,11:00:00,Cusco,2–3,Mannucci,Ganó Visitante,Estadio Miguel Grau del Callao,Joel Alarcón,2,3,2
Mar,2021-08-17,13:15:00,U César Vallejo,0–1,Cienciano,Ganó Visitante,Estadio Iván Elías Moreno,Hibert Villegas,0,1,2
Mar,2021-08-17,15:30:00,Melgar,0–1,UTC,Ganó Visitante,Estadio Miguel Grau del Callao,Luis Seminario,0,1,2
Mié,2021-08-18,13:00:00,Sport Huancayo,1–1,Ayacucho,Empate,Estadio Alberto Gallardo,David Huaman,1,1,1
Jue,2021-08-19,11:00:00,Alianza Atlético,1–2,Alianza Univ,Ganó Visitante,Estadio Monumental,Michael Espinoza,1,2,2
Jue,2021-08-19,15:30:00,USMP,0–2,Cantolao,Ganó Visitante,Estadio Monumental,Luis Garay Evia,0,2,2
Mié,2021-08-18,19:30:00,Universitario,1–2,Alianza Lima,Ganó Visitante,Estadio Nacional,Augusto Menéndez,1,2,2
Sáb,2021-08-21,15:30:00,Mannucci,1–2,Melgar,Ganó Visitante,Estadio Alberto Gallardo,Roberto Pérez,1,2,2
Dom,2021-08-22,11:00:00,Cienciano,2–0,Binacional,Ganó Local,Estadio Iván Elías Moreno,Kevin Ortega,2,0,0
Dom,2021-08-22,13:15:00,Ayacucho,2–1,U César Vallejo,Ganó Local,Estadio Alejandro Villanueva,Edwin Ordóñez,2,1,0
Dom,2021-08-22,15:30:00,Sport Boys,0–0,Universitario,Empate,Estadio Iván Elías Moreno,Michael Espinoza,0,0,1
Dom,2021-08-22,18:00:00,Sporting Cristal,4–1,Cusco,Ganó Local,Estadio Alejandro Villanueva,Fernando Legario,4,1,0
Lun,2021-08-23,11:00:00,Alianza Univ,1–1,USMP,Empate,Estadio Alberto Gallardo,Pablo López,1,1,1
Lun,2021-08-23,13:15:00,UTC,3–1,Alianza Atlético,Ganó Local,Estadio Miguel Grau,Diego Haro,3,1,0
Lun,2021-08-23,15:30:00,Alianza Lima,1–1,Sport Huancayo,Empate,Estadio Alberto Gallardo,Joel Alarcón,1,1,1
Lun,2021-08-23,18:00:00,Cantolao,2–1,Dep Municipal,Ganó Local,Estadio Alejandro Villanueva,Augusto Menéndez,2,1,0
Vie,2021-08-27,11:00:00,Binacional,3–1,Ayacucho,Ganó Local,Estadio Alejandro Villanueva,Joel Alarcón,3,1,0
Vie,2021-08-27,13:15:00,Melgar,0–1,Sporting Cristal,Ganó Visitante,Estadio Miguel Grau del Callao,Diego Haro,0,1,2
Vie,2021-08-27,15:30:00,Cusco,2–2,Cienciano,Empate,Estadio Alejandro Villanueva,Michael Espinoza,2,2,1
Sáb,2021-08-28,11:00:00,Alianza Atlético,2–0,Mannucci,Ganó Local,Estadio Iván Elías Moreno,Alejandro Villanueva,2,0,0
Sáb,2021-08-28,13:15:00,UTC,1–0,Alianza Univ,Ganó Local,Estadio Monumental,Luis Garay Evia,1,0,0
Sáb,2021-08-28,15:30:00,Universitario,2–2,Cantolao,Empate,Estadio Iván Elías Moreno,Fernando Legario,2,2,1
Dom,2021-08-29,11:00:00,Sport Huancayo,1–1,Sport Boys,Empate,Estadio Alberto Gallardo,Roberto Pérez,1,1,1
Dom,2021-08-29,13:15:00,Dep Municipal,2–0,USMP,Ganó Local,Estadio Miguel Grau del Callao,Luis Seminario,2,0,0
Dom,2021-08-29,15:30:00,U César Vallejo,0–1,Alianza Lima,Ganó Visitante,Estadio Alberto Gallardo,Kevin Ortega,0,1,2
Vie,2021-09-03,11:30:00,Dep Municipal,0–1,Sport Boys,Ganó Visitante,Estadio Alejandro Villanueva,Edwin Ordóñez,0,1,2
Vie,2021-09-03,15:30:00,Sporting Cristal,1–1,USMP,Empate,Estadio Alberto Gallardo,Kevin Ortega,1,1,1
Sáb,2021-09-11,11:00:00,Cantolao,0–0,Sport Huancayo,Empate,Estadio Monumental,Joel Alarcón,0,0,1
Sáb,2021-09-11,13:15:00,Ayacucho,1–3,Cusco,Ganó Visitante,Estadio Iván Elías Moreno,Micke Palomino,1,3,2
Sáb,2021-09-11,15:30:00,Alianza Univ,0–3,Dep Municipal,Ganó Visitante,Estadio Monumental,Alejandro Villanueva,0,3,2
Dom,2021-09-12,11:00:00,Mannucci,1–3,UTC,Ganó Visitante,Estadio Miguel Grau del Callao,Luis Seminario,1,3,2
Dom,2021-09-12,13:15:00,Alianza Lima,3–2,Binacional,Ganó Local,Estadio Iván Elías Moreno,Augusto Menéndez,3,2,0
Dom,2021-09-12,15:30:00,Sporting Cristal,5–2,Alianza Atlético,Ganó Local,Estadio Miguel Grau del Callao,Luis Garay Evia,5,2,0
Dom,2021-09-12,18:00:00,Cienciano,0–1,Melgar,Ganó Visitante,Estadio Alejandro Villanueva,Edwin Ordóñez,0,1,2
Lun,2021-09-13,13:15:00,Sport Boys,2–2,U César Vallejo,Empate,Estadio Alejandro Villanueva,Jesús Cartagena,2,2,1
Lun,2021-09-13,15:30:00,USMP,0–2,Universitario,Ganó Visitante,Estadio Alberto Gallardo,Diego Haro,0,2,2
Vie,2021-09-17,11:00:00,Alianza Atlético,2–2,Cienciano,Empate,Estadio Alberto Gallardo,José Mendoza,2,2,1
Vie,2021-09-17,13:15:00,UTC,1–6,Sporting Cristal,Ganó Visitante,Estadio Iván Elías Moreno,Jesús Cartagena,1,6,2
Vie,2021-09-17,15:30:00,Cusco,0–2,Alianza Lima,Ganó Visitante,Estadio Alberto Gallardo,Roberto Pérez,0,2,2
Vie,2021-09-17,18:00:00,Melgar,1–1,Ayacucho,Empate,Estadio Alejandro Villanueva,Augusto Menéndez,1,1,1
Sáb,2021-09-18,11:00:00,Mannucci,1–1,Alianza Univ,Empate,Estadio Monumental,Diego Haro,1,1,1
Sáb,2021-09-18,13:15:00,U César Vallejo,0–0,Cantolao,Empate,Estadio Iván Elías Moreno,Jonathan Zamora,0,0,1
Sáb,2021-09-18,15:30:00,Binacional,1–2,Sport Boys,Ganó Visitante,Estadio Monumental,Edwin Ordóñez,1,2,2
Dom,2021-09-19,11:00:00,Sport Huancayo,3–1,USMP,Ganó Local,Estadio Miguel Grau del Callao,Jordy Espinoza,3,1,0
Dom,2021-09-19,15:30:00,Universitario,0–2,Dep Municipal,Ganó Visitante,Estadio Miguel Grau del Callao,Michael Espinoza,0,2,2
Mar,2021-09-21,11:00:00,Cienciano,2–2,UTC,Empate,Estadio Monumental,Jonathan Zamora,2,2,1
Mar,2021-09-21,15:30:00,Ayacucho,0–1,Alianza Atlético,Ganó Visitante,Estadio Monumental,Alejandro Villanueva,0,1,2
Mié,2021-09-22,11:00:00,Sport Boys,3–2,Cusco,Ganó Local,Estadio Iván Elías Moreno,Hibert Villegas,3,2,0
Mié,2021-09-22,13:15:00,Alianza Lima,1–0,Melgar,Ganó Local,Estadio Alberto Gallardo,Fernando Legario,1,0,0
Mié,2021-09-22,15:30:00,Sporting Cristal,1–3,Mannucci,Ganó Visitante,Estadio Iván Elías Moreno,Michael Espinoza,1,3,2
Jue,2021-09-23,11:00:00,Dep Municipal,2–2,Sport Huancayo,Empate,Estadio Alberto Gallardo,Jesús Cartagena,2,2,1
Jue,2021-09-23,13:15:00,Cantolao,1–2,Binacional,Ganó Visitante,Estadio Iván Elías Moreno,Augusto Menéndez,1,2,2
Jue,2021-09-23,15:30:00,Alianza Univ,0–4,Universitario,Ganó Visitante,Estadio Alberto Gallardo,Roberto Pérez,0,4,2
Jue,2021-09-23,18:00:00,USMP,0–1,U César Vallejo,Ganó Visitante,Estadio Alejandro Villanueva,Luis Garay Evia,0,1,2
Sáb,2021-09-25,11:00:00,UTC,0–2,Ayacucho,Ganó Visitante,Estadio Iván Elías Moreno,Edwin Ordóñez,0,2,2
Sáb,2021-09-25,13:15:00,Mannucci,1–3,Cienciano,Ganó Visitante,Estadio Monumental,Roberto Pérez,1,3,2
Sáb,2021-09-25,15:30:00,Alianza Atlético,1–3,Alianza Lima,Ganó Visitante,Estadio Iván Elías Moreno,Augusto Menéndez,1,3,2
Dom,2021-09-26,11:00:00,U César Vallejo,2–0,Dep Municipal,Ganó Local,Estadio Miguel Grau del Callao,Fernando Legario,2,0,0
Dom,2021-09-26,13:15:00,Melgar,1–0,Sport Boys,Ganó Local,Estadio Monumental,David Huaman,1,0,0
Dom,2021-09-26,15:30:00,Sport Huancayo,1–3,Universitario,Ganó Visitante,Estadio Miguel Grau del Callao,Luis Garay Evia,1,3,2
Dom,2021-09-26,18:00:00,Alianza Univ,1–2,Sporting Cristal,Ganó Visitante,Estadio Alejandro Villanueva,Jonathan Zamora,1,2,2
Lun,2021-09-27,11:00:00,Cusco,3–2,Cantolao,Ganó Local,Estadio Alberto Gallardo,Pablo López,3,2,0
Lun,2021-09-27,15:30:00,Binacional,1–0,USMP,Ganó Local,Estadio Alberto Gallardo,Hibert Villegas,1,0,0
Vie,2021-10-01,10:30:00,Ayacucho,3–2,Mannucci,Ganó Local,Estadio de la Universidad Nacional Mayor...,Pablo López,3,2,0
Vie,2021-10-01,13:00:00,Sport Boys,3–1,Alianza Atlético,Ganó Local,Estadio de la Universidad Nacional Mayor...,Luis Seminario,3,1,0
Vie,2021-10-01,15:30:00,Cienciano,2–1,Sporting Cristal,Ganó Local,Estadio de la Universidad Nacional Mayor...,Jordy Espinoza,2,1,0
Sáb,2021-10-02,10:30:00,Sport Huancayo,4–3,Alianza Univ,Ganó Local,Estadio de la Universidad Nacional Mayor...,Fernando Legario,4,3,0
Sáb,2021-10-02,13:00:00,Dep Municipal,1–2,Binacional,Ganó Visitante,Estadio de la Universidad Nacional Mayor...,Augusto Menéndez,1,2,2
Sáb,2021-10-02,15:30:00,Alianza Lima,2–0,UTC,Ganó Local,Estadio de la Universidad Nacional Mayor...,Micke Palomino,2,0,0
Dom,2021-10-03,10:30:00,USMP,1–1,Cusco,Empate,Estadio de la Universidad Nacional Mayor...,David Huaman,1,1,1
Dom,2021-10-03,13:00:00,Cantolao,0–2,Melgar,Ganó Visitante,Estadio de la Universidad Nacional Mayor...,Roberto Pérez,0,2,2
Dom,2021-10-03,15:30:00,Universitario,3–0,U César Vallejo,Ganó Local,Estadio de la Universidad Nacional Mayor...,Víctor Carrillo,3,0,0
Vie,2021-10-08,15:30:00,Binacional,3–4,Sporting Cristal,Ganó Visitante,Estadio Guillermo Briceño Rosamedina,Jesús Cartagena,3,4,2
Sáb,2021-10-16,11:00:00,Alianza Atlético,3–1,Cantolao,Ganó Local,Estadio Iván Elías Moreno,Micke Palomino,3,1,0
Sáb,2021-10-16,13:15:00,UTC,1–1,Sport Boys,Empate,Estadio Alberto Gallardo,Gean Pierre Barbagelatta,1,1,1
Sáb,2021-10-16,15:30:00,Mannucci,0–1,Alianza Lima,Ganó Visitante,Estadio Iván Elías Moreno,Luis Seminario,0,1,2
Dom,2021-10-17,11:00:00,Melgar,6–0,USMP,Ganó Local,Estadio Monumental,Víctor Carrillo,6,0,0
Dom,2021-10-17,13:15:00,Alianza Univ,1–1,Cienciano,Empate,Estadio Alberto Gallardo,Augusto Menéndez,1,1,1
Dom,2021-10-17,15:30:00,Sporting Cristal,1–0,Ayacucho,Ganó Local,Estadio Monumental,Fernando Legario,1,0,0
Lun,2021-10-18,11:00:00,Cusco,3–5,Dep Municipal,Ganó Visitante,Estadio Miguel Grau del Callao,Kevin Ortega,3,5,2
Lun,2021-10-18,13:15:00,Binacional,1–2,Universitario,Ganó Visitante,Estadio Alberto Gallardo,Edwin Ordóñez,1,2,2
Lun,2021-10-18,15:30:00,U César Vallejo,0–0,Sport Huancayo,Empate,Estadio Miguel Grau del Callao,Roberto Pérez,0,0,1
Vie,2021-10-22,11:00:00,Cantolao,2–0,UTC,Ganó Local,Estadio Miguel Grau del Callao,Kevin Ortega,2,0,0
Vie,2021-10-22,13:15:00,Ayacucho,1–3,Cienciano,Ganó Visitante,Estadio Miguel Grau del Callao,Víctor Carrillo,1,3,2
Vie,2021-10-22,15:30:00,Sport Boys,3–3,Mannucci,Empate,Estadio Monumental,Fernando Legario,3,3,1
Sáb,2021-10-23,11:00:00,Sport Huancayo,2–0,Binacional,Ganó Local,Estadio Alberto Gallardo,Joel Alarcón,2,0,0
Sáb,2021-10-23,13:15:00,USMP,3–1,Alianza Atlético,Ganó Local,Estadio Alberto Gallardo,Edwin Ordóñez,3,1,0
Sáb,2021-10-23,15:30:00,Universitario,2–1,Cusco,Ganó Local,Estadio Alberto Gallardo,Diego Haro,2,1,0
Dom,2021-10-24,11:00:00,Dep Municipal,1–3,Melgar,Ganó Visitante,Estadio Alberto Gallardo,Roberto Pérez,1,3,2
Dom,2021-10-24,13:15:00,U César Vallejo,3–1,Alianza Univ,Ganó Local,Villa Deportiva Nacional,Michael Espinoza,3,1,0
Dom,2021-10-24,15:30:00,Alianza Lima,1–3,Sporting Cristal,Ganó Visitante,Estadio Nacional,Micke Palomino,1,3,2
Vie,2021-10-29,15:00:00,Cienciano,1–1,Alianza Lima,Empate,Estadio Inca Garcilaso de la Vega,Gean Pierre Barbagelatta,1,1,1
Sáb,2021-10-30,15:00:00,Binacional,0–0,U César Vallejo,Empate,Estadio Guillermo Briceño Rosamedina,Edwin Ordóñez,0,0,1
Sáb,2021-10-30,15:00:00,UTC,4–0,USMP,Ganó Local,Estadio Héroes de San Ramón,Micke Palomino,4,0,0
Sáb,2021-10-30,15:00:00,Alianza Univ,1–2,Ayacucho,Ganó Visitante,Estadio Heraclio Tapia León,Diego Haro,1,2,2
Sáb,2021-10-30,15:00:00,Alianza Atlético,0–2,Dep Municipal,Ganó Visitante,Estadio Municipal Melanio Coloma Calderó...,David Huaman,0,2,2
Sáb,2021-10-30,15:00:00,Mannucci,1–0,Cantolao,Ganó Local,Estadio Mansiche,Michael Espinoza,1,0,0
Sáb,2021-10-30,15:00:00,Sporting Cristal,1–1,Sport Boys,Empate,Estadio Alberto Gallardo,Luis Seminario,1,1,1
Sáb,2021-10-30,15:00:00,Cusco,2–1,Sport Huancayo,Ganó Local,Estadio Inca Garcilaso de la Vega,Roberto Pérez,2,1,0
Dom,2021-10-31,15:30:00,Melgar,1–2,Universitario,Ganó Visitante,Estadio de la Universidad Nacional San A...,Joel Alarcón,1,2,2
Dom,2021-11-21,15:00:00,Alianza Lima,1–0,Sporting Cristal,Ganó Local,Estadio Nacional,Diego Haro,1,0,0
Dom,2021-11-28,15:00:00,Sporting Cristal,0–0,Alianza Lima,Empate,Estadio Nacional,Kevin Ortega,0,0,1
Vie,2020-01-31,18:00:00,Melgar,1–2,Universitario,Ganó Visitante,Estadio de la Universidad Nacional San A...,Joel Alarcón,1,2,2
Sáb,2020-02-01,15:00:00,UTC,2–1,Sporting Cristal,Ganó Local,Estadio Héroes de San Ramón,Diego Haro,2,1,0
Sáb,2020-02-01,17:30:00,Sport Huancayo,1–0,Atlético Grau,Ganó Local,Estadio Huancayo,Roberto Pérez,1,0,0
Vie,2020-01-31,20:30:00,Alianza Lima,2–3,Alianza Univ,Ganó Visitante,Estadio Alejandro Villanueva,Augusto Menéndez,2,3,2
Dom,2020-02-02,11:00:00,USMP,3–1,Ayacucho,Ganó Local,Estadio Alberto Gallardo,Renzo Castañeda,3,1,0
Dom,2020-02-02,13:00:00,Cantolao,2–1,Cienciano,Ganó Local,Estadio Miguel Grau del Callao,Jesús Cartagena,2,1,0
Dom,2020-02-02,15:00:00,Carlos Stein,0–3,Mannucci,Ganó Visitante,Estadio Municipal Francisco Mendoza Piza...,José Mendoza,0,3,2
Dom,2020-02-02,15:30:00,Sport Boys,3–2,Llacuabamba,Ganó Local,Estadio Miguel Grau del Callao,Fernando Legario,3,2,0
Sáb,2020-02-01,20:00:00,U César Vallejo,1–1,Dep Municipal,Empate,Estadio Mansiche,Edwin Ordóñez,1,1,1
Lun,2020-02-03,15:00:00,Cusco,0–2,Binacional,Ganó Visitante,Estadio Inca Garcilaso de la Vega,Michael Espinoza,0,2,2
Vie,2020-02-07,15:00:00,Ayacucho,2–1,Sport Boys,Ganó Local,Estadio Ciudad de Cumaná,Jorge Panta,2,1,0
Sáb,2020-02-08,13:15:00,Atlético Grau,1–1,U César Vallejo,Empate,Estadio Campeones del 36,Luis Seminario,1,1,1
Sáb,2020-02-08,15:00:00,Binacional,2–4,Melgar,Ganó Visitante,Estadio Guillermo Briceño Rosamedina,Roberto Pérez,2,4,2
Dom,2020-02-09,11:00:00,Sporting Cristal,3–2,Cusco,Ganó Local,Estadio Alberto Gallardo,José Mendoza,3,2,0
Dom,2020-02-09,15:00:00,Cienciano,4–0,USMP,Ganó Local,Estadio Inca Garcilaso de la Vega,Fernando Legario,4,0,0
Dom,2020-02-09,15:00:00,Alianza Univ,1–0,Carlos Stein,Ganó Local,Estadio Heraclio Tapia León,David Huaman,1,0,0
Dom,2020-02-09,15:30:00,Llacuabamba,3–1,Cantolao,Ganó Local,Estadio Héroes de San Ramón,Gean Pierre Barbagelatta,3,1,0
Dom,2020-02-09,17:15:00,Mannucci,1–1,Alianza Lima,Empate,Estadio Mansiche,Miguel Santiváñez,1,1,1
Sáb,2020-02-08,20:00:00,Universitario,2–1,Sport Huancayo,Ganó Local,Estadio Monumental,Michael Espinoza,2,1,0
Dom,2020-02-09,19:30:00,Dep Municipal,0–0,UTC,Empate,Estadio de la Universidad Nacional Mayor...,Jesús Cartagena,0,0,1
Vie,2020-02-14,15:00:00,Cienciano,5–2,Llacuabamba,Ganó Local,Estadio Inca Garcilaso de la Vega,Augusto Menéndez,5,2,0
Sáb,2020-02-15,13:00:00,Cantolao,0–2,Ayacucho,Ganó Visitante,Estadio Miguel Grau del Callao,Luis Garay Evia,0,2,2
Sáb,2020-02-15,15:00:00,Carlos Stein,1–3,Universitario,Ganó Visitante,Estadio Municipal de Guadalupe Carlos A....,Roberto Pérez,1,3,2
Sáb,2020-02-15,16:00:00,Sport Boys,3–3,Mannucci,Empate,Estadio Miguel Grau del Callao,Diego Haro,3,3,1
Vie,2020-02-14,20:00:00,U César Vallejo,0–2,Binacional,Ganó Visitante,Estadio Mansiche,Renzo Castañeda,0,2,2
Dom,2020-02-16,11:00:00,USMP,1–2,Alianza Univ,Ganó Visitante,Estadio Alberto Gallardo,Jesús Cartagena,1,2,2
Dom,2020-02-16,15:30:00,Melgar,1–0,Sporting Cristal,Ganó Local,Estadio de la Universidad Nacional San A...,Micke Palomino,1,0,0
Dom,2020-02-16,17:45:00,Sport Huancayo,1–1,Dep Municipal,Empate,Estadio Huancayo,Eduardo Chirinos,1,1,1
Sáb,2020-02-15,20:00:00,Alianza Lima,1–0,Atlético Grau,Ganó Local,Estadio Alejandro Villanueva,Joel Alarcón,1,0,0
Lun,2020-02-17,15:00:00,UTC,2–1,Cusco,Ganó Local,Estadio Héroes de San Ramón,Hibert Villegas,2,1,0
Vie,2020-02-21,18:00:00,Binacional,1–0,UTC,Ganó Local,Estadio Guillermo Briceño Rosamedina,Ramón Blanco,1,0,0
Sáb,2020-02-22,11:00:00,Sporting Cristal,0–0,Sport Huancayo,Empate,Estadio Alberto Gallardo,Kevin Ortega,0,0,1
Sáb,2020-02-22,13:15:00,Atlético Grau,2–3,Sport Boys,Ganó Visitante,Estadio Campeones del 36,Renzo Castañeda,2,3,2
Sáb,2020-02-22,15:30:00,Cusco,3–1,Melgar,Ganó Local,Estadio Túpac Amaru,Luis Garay Evia,3,1,0
Vie,2020-02-21,21:00:00,Dep Municipal,1–1,Carlos Stein,Empate,Estadio Municipal Segundo Aranda Torres,Alejandro Villanueva,1,1,1
Dom,2020-02-23,13:00:00,Mannucci,0–1,Cantolao,Ganó Visitante,Estadio Mansiche,Eduardo Chirinos,0,1,2
Dom,2020-02-23,15:30:00,Ayacucho,2–0,Alianza Lima,Ganó Local,Estadio Ciudad de Cumaná,Edwin Ordóñez,2,0,0
Sáb,2020-02-22,20:00:00,Universitario,0–2,U César Vallejo,Ganó Visitante,Estadio Monumental,Víctor Carrillo,0,2,2
Lun,2020-02-24,15:00:00,Llacuabamba,1–2,USMP,Ganó Visitante,Estadio Municipal Germán Contreras Jara,Joel Alarcón,1,2,2
Lun,2020-02-24,20:00:00,Alianza Univ,1–0,Cienciano,Ganó Local,Estadio Heraclio Tapia León,Michael Espinoza,1,0,0
Vie,2020-02-28,15:00:00,UTC,1–1,Melgar,Empate,Estadio Héroes de San Ramón,Edwin Ordóñez,1,1,1
Sáb,2020-02-29,13:00:00,Cantolao,1–0,Atlético Grau,Ganó Local,Estadio Miguel Grau del Callao,Kevin Ortega,1,0,0
Sáb,2020-02-29,15:30:00,Cienciano,1–4,Ayacucho,Ganó Visitante,Estadio Inca Garcilaso de la Vega,Ramón Blanco,1,4,2
Vie,2020-02-28,20:00:00,Alianza Lima,1–0,Dep Municipal,Ganó Local,Estadio Alejandro Villanueva,Luis Garay Evia,1,0,0
Dom,2020-03-01,11:00:00,USMP,2–2,Mannucci,Empate,Estadio Alberto Gallardo,Víctor Carrillo,2,2,1
Dom,2020-03-01,15:00:00,Carlos Stein,1–1,Binacional,Empate,Estadio Municipal Francisco Mendoza Piza...,Luis Seminario,1,1,1
Dom,2020-03-01,15:00:00,Sport Boys,3–3,Universitario,Empate,Estadio Miguel Grau del Callao,Joel Alarcón,3,3,1
Dom,2020-03-01,17:45:00,U César Vallejo,1–1,Sporting Cristal,Empate,Estadio Mansiche,Michael Espinoza,1,1,1
Sáb,2020-02-29,20:00:00,Alianza Univ,3–0,Llacuabamba,Ganó Local,Estadio Heraclio Tapia León,Fernando Legario,3,0,0
Lun,2020-03-02,20:00:00,Sport Huancayo,3–2,Cusco,Ganó Local,Estadio Huancayo,Diego Haro,3,2,0
Vie,2020-03-06,15:00:00,Llacuabamba,2–2,UTC,Empate,Estadio Municipal Germán Contreras Jara,Alejandro Villanueva,2,2,1
Sáb,2020-03-07,11:00:00,Sporting Cristal,0–1,Carlos Stein,Ganó Visitante,Estadio Alberto Gallardo,Renzo Castañeda,0,1,2
Sáb,2020-03-07,15:00:00,Cusco,2–1,U César Vallejo,Ganó Local,Estadio Túpac Amaru,Eduardo Chirinos,2,1,0
Sáb,2020-03-07,17:45:00,Dep Municipal,2–0,Cantolao,Ganó Local,Estadio Municipal Segundo Aranda Torres,Ramón Blanco,2,0,0
Vie,2020-03-06,21:00:00,Mannucci,0–2,Cienciano,Ganó Visitante,Estadio Mansiche,Fernando Legario,0,2,2
Dom,2020-03-08,13:15:00,Atlético Grau,0–0,USMP,Empate,Estadio Campeones del 36,Roberto Pérez,0,0,1
Dom,2020-03-08,15:00:00,Universitario,2–0,Alianza Lima,Ganó Local,Estadio Monumental,Miguel Santiváñez,2,0,0
Sáb,2020-03-07,20:00:00,Melgar,1–0,Sport Huancayo,Ganó Local,Estadio de la Universidad Nacional San A...,Diego Haro,1,0,0
Lun,2020-03-09,15:00:00,Ayacucho,1–1,Alianza Univ,Empate,Estadio Ciudad de Cumaná,Joel Alarcón,1,1,1
Dom,2020-03-08,19:30:00,Binacional,3–1,Sport Boys,Ganó Local,Estadio Guillermo Briceño Rosamedina,Michael Espinoza,3,1,0
Vie,2020-08-07,18:00:00,Cantolao,0–0,Universitario,Empate,Estadio Miguel Grau del Callao,Joel Alarcón,0,0,1
Lun,2020-08-10,13:15:00,Alianza Lima,3–0,Binacional,Ganó Local,Estadio Alejandro Villanueva,,3,0,0
Mar,2020-08-18,11:00:00,Cienciano,3–0,Atlético Grau,Ganó Local,Estadio Inca Garcilaso de la Vega,Edwin Ordóñez,3,0,0
Mar,2020-08-18,13:15:00,Sport Boys,1–4,Sporting Cristal,Ganó Visitante,Estadio Miguel Grau del Callao,Miguel Santiváñez,1,4,2
Mar,2020-08-18,15:30:00,Sport Huancayo,2–0,UTC,Ganó Local,Estadio Huancayo,Luis Seminario,2,0,0
Mar,2020-08-18,18:00:00,USMP,0–1,Dep Municipal,Ganó Visitante,Estadio Alberto Gallardo,Renzo Castañeda,0,1,2
Mié,2020-08-19,11:00:00,Carlos Stein,1–2,Cusco,Ganó Visitante,Estadio Municipal Francisco Mendoza Piza...,Roberto Pérez,1,2,2
Mié,2020-08-19,13:15:00,Alianza Univ,0–1,Mannucci,Ganó Visitante,Estadio Heraclio Tapia León,Víctor Carrillo,0,1,2
Mié,2020-08-19,15:30:00,Llacuabamba,1–3,Ayacucho,Ganó Visitante,Estadio Municipal Germán Contreras Jara,Augusto Menéndez,1,3,2
Mié,2020-08-19,18:00:00,U César Vallejo,0–0,Melgar,Empate,Estadio Mansiche,Kevin Ortega,0,0,1
Mar,2020-08-25,11:00:00,Binacional,2–3,Cantolao,Ganó Visitante,Estadio Guillermo Briceño Rosamedina,Edwin Ordóñez,2,3,2
Mar,2020-08-25,14:15:00,Sporting Cristal,1–1,Alianza Lima,Empate,Estadio Alberto Gallardo,Kevin Ortega,1,1,1
Mar,2020-08-25,18:00:00,Dep Municipal,0–1,Cienciano,Ganó Visitante,Estadio Municipal Segundo Aranda Torres,Augusto Menéndez,0,1,2
Mié,2020-08-26,11:00:00,Mannucci,1–0,Llacuabamba,Ganó Local,Estadio Mansiche,José Panta,1,0,0
Mié,2020-08-26,13:15:00,UTC,1–3,U César Vallejo,Ganó Visitante,Estadio Héroes de San Ramón,Víctor Carrillo,1,3,2
Mié,2020-08-26,15:30:00,Ayacucho,1–1,Sport Huancayo,Empate,Estadio Ciudad de Cumaná,Joel Alarcón,1,1,1
Mié,2020-08-26,18:00:00,Cusco,2–0,Sport Boys,Ganó Local,Estadio Túpac Amaru,Diego Haro,2,0,0
Jue,2020-08-27,11:00:00,Universitario,2–0,USMP,Ganó Local,Estadio Monumental,Miguel Santiváñez,2,0,0
Jue,2020-08-27,13:15:00,Atlético Grau,1–1,Alianza Univ,Empate,Estadio Campeones del 36,Renzo Castañeda,1,1,1
Jue,2020-08-27,15:30:00,Melgar,0–2,Carlos Stein,Ganó Visitante,Estadio de la Universidad Nacional San A...,Luis Garay Evia,0,2,2
Sáb,2020-08-29,13:15:00,Alianza Lima,0–0,Cusco,Empate,Estadio Alejandro Villanueva,Víctor Carrillo,0,0,1
Lun,2020-08-31,11:00:00,Cienciano,1–3,Universitario,Ganó Visitante,Estadio Inca Garcilaso de la Vega,Joel Alarcón,1,3,2
Lun,2020-08-31,13:15:00,Cantolao,2–6,Sporting Cristal,Ganó Visitante,Estadio Miguel Grau del Callao,Michael Espinoza,2,6,2
Lun,2020-08-31,15:30:00,Alianza Univ,1–1,Dep Municipal,Empate,Estadio Heraclio Tapia León,Roberto Pérez,1,1,1
Lun,2020-08-31,15:30:00,U César Vallejo,2–0,Sport Huancayo,Ganó Local,Estadio Mansiche,Miguel Santiváñez,2,0,0
Lun,2020-08-31,18:00:00,Sport Boys,1–0,Melgar,Ganó Local,Estadio Miguel Grau del Callao,José Mendoza,1,0,0
Mar,2020-09-01,11:00:00,Carlos Stein,0–1,UTC,Ganó Visitante,Estadio Municipal Francisco Mendoza Piza...,Hibert Villegas,0,1,2
Mar,2020-09-01,13:15:00,USMP,0–0,Binacional,Empate,Estadio Alberto Gallardo,Fernando Legario,0,0,1
